title,date,pr_number,link,content
SEC Files Settled Charges Against Three StraightPath Sales Agents for Unregistered Broker Activity,"Sept. 12, 2024",2024-127,https://www.sec.gov/newsroom/press-releases/2024-127,"The Securities and Exchange Commission today announced settled charges against three sales agents from StraightPath Venture Partners—Anthony Guarino, Robert Seropian, and Frank Vecchio—for unregistered broker activity, including selling membership interests in LLCs that purported to invest in shares of pre-IPO companies. Vecchio also settled the SEC’s  previously announced  fraud charges against him. 

 According to the SEC's orders against Guarino and Seropian and the previously filed complaint against Vecchio, each of them allegedly provided investors with marketing materials, advised investors on the supposed merits of the investments, and received transaction-based compensation, all hallmarks of a broker, despite not being registered as brokers. The SEC’s orders against Guarino and Seropian found, and the SEC’s complaint against Vecchio alleged, that they collectively solicited upwards of $17 million in funds from at least 75 investors and obtained approximately $2.1 million in transaction-based compensation among them. 

 The SEC’s order against Guarino also finds that he actively solicited investments for interests in funds managed by Legend Venture Partners, another investment adviser that purported to invest in shares of pre-IPO companies and that was  previously charged  by the Commission with fraud and other violations. The SEC’s complaint against Vecchio also alleged that he made false or misleading statements to investors he solicited on behalf of StraightPath Venture Partners regarding the fees he and the manager of the funds received. 

 “Today’s resolutions demonstrate our continued efforts to hold accountable unregistered brokers, including those who facilitate the sale of pre-IPO investments to retail investors,” said Sheldon L. Pollock, Associate Regional Director in the New York Regional Office. “The Division of Enforcement continues to scrutinize the registration status of individuals selling pre-IPO shares to retail investors.” 

 The SEC’s orders find that Guarino and Seropian violated the broker-dealer registration provision of the federal securities laws. Without admitting or denying the findings, Guarino and Seropian agreed to cease and desist from future violations and to industry and penny stock bars. Guarino agreed to pay disgorgement and prejudgment interest of $431,287 and a civil penalty of $100,000. Seropian agreed to pay disgorgement and prejudgment interest of $1,392,367 and a civil penalty of $300,000. Without admitting or denying the findings, Vecchio agreed to a permanent injunction from future violations of the antifraud and broker-dealer registration provisions of the federal securities laws and to industry and penny stock bars. Vecchio also agreed to pay disgorgement and prejudgment interest of $544,250 and a civil penalty of $90,000. 

 The SEC’s ongoing investigation is being conducted by Michael S. DiBattista, Megan R. Genet, Tian Wen, Douglas J. Smith, and Steven G. Rawlings, with supervision by Mr. Pollock, of the New York Regional Office. The SEC’s ongoing litigation is being conducted by Sushila P. Rao and Mr. DiBattista and is being supervised by Daniel Loss and Mr. Pollock of the New York Regional Office."
SEC Charges Three Former Executives of Pharmacy Startup Medly Health Inc. with Defrauding Investors,"Sept. 12, 2024",2024-128,https://www.sec.gov/newsroom/press-releases/2024-128,"The Securities and Exchange Commission today charged now-defunct digital pharmacy startup Medly Health Inc’s. co-founder and former CEO, Marg Patel, former CFO, Robert Horowitz, and former Head of Rx Operations, Chintankumar Bhatt, with defrauding investors in connection with capital raising efforts that netted the company over $170 million. 

 According to the SEC’s complaint, from at least February 2021 through August 2022, Patel and Horowitz provided financial information to existing and prospective investors that fraudulently overstated Medly’s revenue due in part to millions of dollars’ worth of fake prescriptions entered into the company’s systems by Bhatt. The SEC’s complaint alleges, among other things, that Patel and Horowitz knew of, but failed to correct, significant accounting irregularities and were aware of several reports and complaints by employees that the revenue reported in Medly’s financial statements to investors was inaccurate. 

 “The alleged facts of this case demonstrate significant corporate malfeasance,” said Sheldon L. Pollock, Associate Director of Enforcement in the New York Regional Office. “We allege the defendants harmed investors by misleading them about the company’s revenues, with one defendant going as far as making up fake prescription orders to increase revenue numbers. Startups that seek to raise capital from investors through deceitful conduct remain a continued focus for the Commission.” 

 The SEC’s complaint, filed in the U.S. District Court for the Eastern District of New York, charges Patel, Horowitz, and Bhatt with violating the antifraud provisions of the securities laws and charges Bhatt with aiding and abetting Patel’s and Horowitz’s primary securities law violations. The complaint seeks permanent injunctions, civil money penalties, disgorgement, prejudgment interest, and officer-and-director bars against all three defendants. 

 The SEC’s investigation is ongoing and is being conducted by Suzanne M. Bettis, Heather Marshall Molavi, Lisa Knoop, and Christopher M. Colorado of the New York Regional Office. It is being supervised by Judith Weinstock, Mr. Pollock, and Antonia Apps. The litigation will be led by Mr. Colorado, Ms. Bettis, and Ms. Marshall Molavi, under the supervision of Alex Vasilescu."
SEC Charges Zymergen Inc. With Misleading IPO Investors About Company’s Market Potential and Sales Prospects,"Sept. 13, 2024",2024-129,https://www.sec.gov/newsroom/press-releases/2024-129,"The Securities and Exchange Commission today announced settled charges against Zymergen Inc., an Emeryville, California-based biotechnology company, for misleading IPO investors about its overall market potential, revenue prospects, and customer pipeline for its only commercially available product, an electronics film named Hyaline. Zymergen raised approximately $530 million through its IPO in April 2021 and filed for bankruptcy in 2023. Zymergen agreed to pay a $30 million civil penalty to resolve the SEC’s charges. 

 According to the SEC’s order, Zymergen claimed that it had a $1 billion electronics display market opportunity for Hyaline, but the estimate was based on flawed and unreasonable assumptions that included product markets that were poor fits for Hyaline’s technical characteristics and unsupported premium pricing. The SEC’s order also finds that Zymergen provided misleading revenue forecasts to research analysts that far exceeded internal estimates. Additionally, the order finds that Zymergen misled investors during its first public earnings call by misrepresenting the status of Hyaline’s customer pipeline while omitting significant technical and commercial problems facing the product. 

 “Pre-revenue and early-stage companies that seek to tap the capital markets must do so with reasonable estimates of their market potential,” said Monique C. Winkler, Director of the SEC’s San Francisco Regional Office. “Today’s order finds that Zymergen failed to satisfy this obligation when it misled investors with what amounted to unsupported hype.” 

 The SEC’s order finds that Zymergen violated certain antifraud provisions of the federal securities laws. Without admitting or denying the SEC’s findings, and subject to bankruptcy court approval, Zymergen agreed to a cease-and-desist order and to pay the civil penalty referenced above. 

 The SEC’s investigation was conducted by Anthony Moreno and Eli Greenstein of the San Francisco Regional Office, with assistance from David Baddley and Brent Smyth, and was supervised by Rahul Kolhatkar, Alistaire Bambach, and Jason H. Lee."
SEC Charges Former Financial Consultant for Providing Father and Friends Inside Information Regarding Firm’s Client,"Sept. 13, 2024",2024-130,https://www.sec.gov/newsroom/press-releases/2024-130,"The Securities and Exchange Commission today charged Federico Nannini, his father, and two of his friends for insider trading in advance of the pending acquisition of Infrastructure and Energy Alternatives, Inc. (IEA) by MasTec Inc., a client of the financial consulting firm where Nannini worked as an associate. 

 According to the SEC’s complaint, on June 7, 2022, Federico Nannini, of Coral Gables, Florida, was entrusted with material nonpublic information that his firm’s client, MasTec, was interested in acquiring IEA. The next day, Federico Nannini tipped his father, Mauro Nannini, who then purchased 34,500 shares of IEA over the next several weeks for $310,729. The SEC’s investigation also found that, on June 15, Federico Nannini tipped his close friend Alejandro Thermiotis about the planned acquisition, which prompted Thermiotis to purchase more than $1.6 million of IEA stock before the market closed on June 16. Thermiotis then tipped his and Federico Nannini’s high school friend, Francisco Tonarely, about the acquisition, which led Tonarely to purchase 321 shares of IEA on June 16. 

 According to the complaint, text messages revealed that Federico Nannini continued to share material nonpublic information about the status of the acquisition with Mauro Nannini and Thermiotis, which Thermiotis shared with Tonarely, and they traded on the information on multiple occasions. Subsequently, on July 25, 2022, MasTec announced its acquisition of IEA to the public, causing IEA’s stock price to rise more than 31 percent. Soon thereafter, Mauro Nannini, Thermiotis, and Tonarely sold all of their IEA securities, realizing combined illicit profits of $1.1 million. 

 “The first rule of material nonpublic information is: You don’t talk about material nonpublic information,” said Eric I. Bustillo, Director of the SEC’s Miami Regional Office. “As alleged in our complaint, Federico Nannini broke the rule and federal law when he shared information about MasTec’s probable acquisition of IEA with his dad and high school buddy. This case underscores our steadfast commitment to expose insider trading and to hold violators, including financial professionals, accountable for their actions.” 

 The SEC’s complaint, filed in U.S. District Court for the Southern District of Florida, charges Federico Nannini, Mauro Nannini, Thermiotis, and Tonarely with violating the antifraud provisions of the federal securities laws and seeks injunctive relief and civil penalties against all defendants and disgorgement with prejudgment interest against Mauro Nannini, Thermiotis, and Tonarely. 

 In a parallel action, the U.S. Attorney’s Office for the Southern District of Florida today announced criminal charges against Federico Nannini, Mauro Nannini, Thermiotis, and Tonarely. 

 The SEC’s ongoing investigation is being conducted by Michael J. Gonzalez, under the supervision of Jason R. Berkowitz and Glenn S. Gordon in the Miami Regional Office, with the assistance of Robert Nesbitt in the Investigative and Market Analytics group in the SEC’s Washington, D.C. office. The SEC’s litigation is being led by Russell R. O’Brien and Mr. Gonzalez and supervised by Teresa J. Verges. The SEC appreciates the assistance of the U.S. Attorney’s Office for the Southern District of Florida, the FBI Miami Field Office, and the Financial Industry Regulatory Authority."
SEC Charges Former Chairman and CEO of Tech Co. Kubient With Fraud and Lying to Auditors,"Sept. 16, 2024",2024-131,https://www.sec.gov/newsroom/press-releases/2024-131,"The Securities and Exchange Commission today filed charges against Paul D. Roberts, the former Chair, CEO, and president of Kubient Inc.; Joshua A. Weiss, the company’s former chief financial officer; and Grainne M. Coen, the company’s former audit committee chair, for their roles in a scheme in which Kubient overstated and misrepresented its revenue in connection with two public stock offerings. 

 According to the SEC’s complaint against Roberts, shortly before Kubient’s initial public offering, Roberts fabricated reports that Kubient had successfully tested a software program that detects real-time fraud during digital advertising auctions, allowing Kubient to recognize $1.3 million in revenue, which was nearly all of its revenue leading up to the offering. The complaint alleges that Kubient did not actually perform the tests and thus should not have recognized the revenue. In a separate complaint, the SEC alleges that Weiss and Coen learned during Kubient’s secondary stock offering that the tests had not been performed, but instead of investigating or correcting the misrepresentations, Weiss and Coen perpetuated the scheme by making false statements about the revenue at issue. Additionally, Roberts, Weiss, and Coen allegedly each lied to Kubient’s independent auditor about the revenue or whether they had become aware of any concerns about it. According to the SEC’s complaints, Kubient raised approximately $33 million in the two stock offerings using offering materials that touted the misrepresentations about the success of the tests and the revenue. 

 “As alleged, this was a deliberate scheme by a public company CEO to concoct phony revenue, perpetuated by the failure of the company’s CFO and independent audit committee chair to act appropriately when they learned of concerns about that revenue,” said Jason J. Burt, Director of the SEC’s Denver Regional Office. “This case should send an important signal to gatekeepers like CFOs and audit committee members that the SEC and the investing public expect responsible behavior when critical issues are brought to their attention.” 

 The SEC’s complaints, both of which were filed in the U.S. District Court for the Southern District of New York, charge Roberts, Weiss, and Coen with violating the antifraud and other provisions of the federal securities laws and lying to auditors. The complaints seek injunctions, officer-and-director bars, disgorgement of ill-gotten gains, civil penalties, and other relief against each of the defendants. In a partial settlement, Roberts has consented to injunctions from future violations of the charged provisions while agreeing to litigate the appropriate remedies. His settlement is subject to court approval. 

 In a parallel criminal matter, the U.S. Attorney’s Office for the Southern District of New York today announced charges against Roberts. 

 The SEC’s investigation was conducted by Jeffrey S. Lyons, Emily C. Scruggs, and Donna B. Walker, and supervised by Ian S. Karpel, Nicholas P. Heinke, and Mr. Burt. The litigation will be led by Jodanna Haskins and Ian Kellogg and supervised by Gregory A. Kasper, Mr. Heinke, and Mr. Burt. 

 The SEC appreciates the assistance of the U.S. Attorney’s Office for the Southern District of New York and the U.S. Postal Inspection Service."
SEC Charges 12 Municipal Advisors With Recordkeeping Violations,"Sept. 17, 2024",2024-132,https://www.sec.gov/newsroom/press-releases/2024-132,"The Securities and Exchange Commission today announced charges against 12 municipal advisors for failures by the firms and their personnel to maintain and preserve certain electronic communications. The firms agreed to pay combined civil penalties of more than $1.3 million to settle the SEC’s charges. 

 The firms admitted the facts set forth in their respective SEC orders, acknowledged that their conduct violated recordkeeping provisions of the federal securities laws, have begun implementing improvements to their compliance policies and procedures to address these violations, and agreed to pay the following civil penalties: 

 
	 Acacia Financial Group Inc. agreed to pay a civil penalty of $52,000; 
	 Caine Mitter and Associates Inc. agreed to pay a civil penalty of $94,000; 
	 cfX Inc. agreed to pay a civil penalty of $42,000; 
	 CSG Advisors Inc. agreed to pay a civil penalty of $40,000; 
	 Kaufman Hall & Associates LLC, together with Ponder & Company, agreed to pay a civil penalty of $324,000; 
	 Montague DeRose & Associates LLC agreed to pay a civil penalty of $40,000; 
	 PFM Financial Advisors LLC agreed to pay a civil penalty of $250,000; 
	 Phoenix Advisors LLC agreed to pay a civil penalty of $40,000; 
	 Public Resources Advisory Group Inc. agreed to pay a civil penalty of $184,000; 
	 Specialized Public Finance Inc. agreed to pay a civil penalty of $250,000; and 
	 Zions Public Finance Inc. agreed to pay a civil penalty of $47,000. 
 

 “The books and records requirements are critical to facilitating Commission inspections and examinations of municipal advisors and in evaluating a municipal advisor’s compliance with the applicable federal securities laws,” said Rebecca Olsen, Deputy Chief of the SEC’s Division of Enforcement Public Finance Abuse Unit. “Municipal advisors are encouraged to assess their recordkeeping practices relating to off-channel communications. Firms that believe their practices do not comply with the securities laws are encouraged to self-report to the SEC’s Enforcement staff.” 

 As described in the SEC’s orders, the firms admitted that, during the relevant periods, they failed to maintain and preserve communications sent and/or received by their personnel relating to municipal advisory activity and that these communications were records required to be maintained and preserved under the federal securities laws. The failures involved personnel at multiple levels of authority, including supervisors. 

 The firms were each charged with supervision failures and with violating certain recordkeeping provisions of the Securities Exchange Act and the rules of the Municipal Securities Rulemaking Board. In addition to the financial penalties, each of the firms was censured and ordered to cease and desist from future violations of the relevant recordkeeping provisions. 

 The SEC’s investigations were conducted by members of the Enforcement Division’s Public Finance Abuse Unit, including Kevin B. Currid, Brian Fagel, David Zhou, Sally Hewitt, Kristal P. Olson, Jonathan Grant, Silvana A. Quintanilla, and Louis Randazzo. Each of these matters was supervised by Ms. Olsen."
Audit Firm Prager Metis Settles SEC Charges for Negligence in FTX Audits and for Violating Auditor Independence Requirements,"Sept. 17, 2024",2024-133,https://www.sec.gov/newsroom/press-releases/2024-133,"The Securities and Exchange Commission today announced that Prager Metis CPAs, LLC (Prager) and its California professional services firm, Prager Metis CPAs LLP, (collectively, the Prager Entities) agreed to pay $1.95 million to resolve two actions alleging misconduct in its audits of the now-defunct crypto asset trading platform, FTX, and auditor independence violations. 

 In one of the actions, the SEC alleges that Prager misrepresented its compliance with auditing standards regarding FTX. According to the SEC’s complaint, from February 2021 to April 2022, Prager issued two audit reports for FTX that falsely misrepresented that the audits complied with Generally Accepted Auditing Standards (GAAS). The SEC alleges that Prager failed to follow GAAS and its own policies and procedures by, among other deficiencies, not adequately assessing whether it had the competency and resources to undertake the audit of FTX. According to the complaint, this quality control failure led to Prager failing to comply with GAAS in multiple aspects of the audit—most significantly by failing to understand the increased risk stemming from the relationship between FTX and Alameda Research LLC, a crypto hedge fund controlled by FTX’s CEO. 

 The SEC’s complaint charges Prager with negligence-based fraud. Without admitting or denying the SEC’s findings, Prager agreed to permanent injunctions, to pay a $745,000 civil penalty, and to undertake remedial actions, including retaining an independent consultant to review and evaluate its audit, review, and quality control policies and procedures and abiding by certain restrictions on accepting new audit clients. The settlement is subject to court approval. 

 “Effective investor protection requires a collaborative approach that includes both regulators and gatekeepers such as auditors. To fulfill their role, auditors must, among other things, be independent, exercise due professional care and skepticism, and comply with all applicable professional standards. As we allege in these enforcement actions, Prager Metis fell short in all of these areas,” said Gurbir S. Grewal, Director of the SEC's Division of Enforcement. “Because Prager’s audits of FTX were conducted without due care, for example, FTX investors lacked crucial protections when making their investment decisions. Ultimately, they were defrauded out of billions of dollars by FTX and bore the consequences when FTX collapsed. By limiting Prager’s ability to take on new business and by requiring it to retain an independent compliance consultant, today’s resolutions not only enhance investor protection, they also serve as a warning to audit professionals that are not appropriately meeting their gatekeeping obligations.” 

 “Once more we see an entity, lured by the siren song of the crypto asset markets, cutting corners on its obligations to comply with the law. As we have seen time and time again, these shortcuts do not pay.  They do not pay for the entities who take them or for the multitude of victims that this misconduct leaves in its wake,” said Jorge G. Tenreiro, Acting Chief of the SEC's Crypto Assets and Cyber Unit. “Our dedicated staff will continue to pursue investigations of those who may have violated the law, even after other wrongdoers have been identified.” 

 The SEC today also announced that the Prager Entities agreed to the entry of final judgments to settle separate,  previous charges  for violating auditor independence rules and for aiding and abetting their clients’ violations of federal securities laws. The SEC’s complaint alleged that, between approximately December 2017 and October 2020, the Prager Entities improperly included indemnification provisions in engagement letters for more than 200 audits, reviews, and exams and, as a result, were not independent from their clients, as required under the federal securities laws. 

 The final judgments provide for permanent injunctions, combined civil penalties of $1 million, and combined disgorgement with prejudgment interest of $205,000. The Prager Entities also agreed to be censured. The settlement is subject to court approval. 

 “Auditor independence is critical to investor protection and a fundamental cornerstone of the integrity of our financial markets,” said Eric I. Bustillo, Director of the SEC’s Miami Regional Office. “We are committed to this principle, and we will hold accountable auditors who violate their independence requirements.” 

 The SEC’s ongoing investigation as to Prager’s audits of FTX is being conducted by Amy Burkart, David D’Addio, Devlin N. Su, Brian Huchro, and Pasha Salimi. It is being supervised by Michael Brennan, Amy Flaherty Hartman, and Mr. Tenreiro of the Crypto Assets and Cyber Unit.  

 

 The SEC’s investigation of the Prager Entities’ auditor independence violations was conducted by Michelle Bosworth and Carol Der Garry and supervised by Thierry Olivier Desmet, Fernando Torres, and Glenn S. Gordon in the Miami Regional Office. The SEC’s litigation was led by Christine Nestor and Brian Lechich and supervised by Teresa Verges in the Miami Regional Office."
SEC Charges Multiple Individuals and Entities in Relationship Investment Scams,"Sept. 17, 2024",2024-134,https://www.sec.gov/newsroom/press-releases/2024-134,"The Securities and Exchange Commission today charged five entities and three individuals in connection with two relationship investment scams involving fake crypto asset trading platforms NanoBit and CoinW6, respectively. The SEC’s two complaints allege that the defendants solicited investors via social media apps, lied to them to gain their trust and confidence, and then stole their money. These charges are the SEC’s first enforcement actions alleging these types of scams. 

 “Relationship investment scams, including those involving crypto asset investments, pose a risk of catastrophic harm to retail investors, and the threat is increasing rapidly as these scams become more popular with fraudsters,” said Gurbir S. Grewal, Director of the SEC’s Division of Enforcement. “In these two cases, we allege that fraudsters created fake crypto ecosystems that displayed false information to investors. Our allegations serve as a reminder to the public to be on heightened alert about potential scams involving investment opportunities promoted by strangers on social media.” 

 The SEC’s complaint in SEC v. NanoBit Limited et al. alleges that, from approximately October 2023 to at least June 2024, scheme participants impersonated financial industry professionals in WhatsApp groups to build investors’ trust and then solicited their investments through the supposed NanoBit crypto asset trading platform. To persuade investors that the platform was safe, NanoBit allegedly falsely claimed that its affiliate, NanobitUS Securities, was an SEC-registered broker. The supposed financial professionals then touted fake initial coin offerings as a way for the investors to make substantial returns. As alleged, however, the NanoBit platform was fake, and investors’ funds in fact went to scheme participants who wired more than $2 million to bank accounts in Hong Kong and misappropriated hundreds of thousands of dollars’ worth of investors’ crypto assets. 

 The SEC’s complaint, filed in U.S. District Court for the Eastern District of New York, charges NanoBit Limited, Radiant Horizons Limited, Sweet Karma Fashion Inc., Zhao Tropical Deli Inc., Jiajie Liu, Fei Liao, and Hua Zhao with violating the antifraud provisions of the federal securities laws. The SEC seeks permanent injunctions, disgorgement with prejudgment interest, and civil penalties against each defendant. 

 Separately, the SEC’s complaint in SEC v. CoinW6 alleges that, from approximately July 2022 to at least December 2023, scheme participants who purported to be young, wealthy professionals contacted prospective investors via LinkedIn and Instagram and pursued romantic relationships over WhatsApp. Scheme participants gained investors’ trust and then convinced them to open accounts on CoinW6’s supposed crypto asset trading platform. As alleged, the schemers claimed that investors could earn up to a three percent return per day from CoinW6’s crypto asset staking, mining, and yield farming products. In reality, investors’ funds were misappropriated, and their ostensible investments, profits, and account balances were fictitious. When investors tried to withdraw their purported profits, the schemers allegedly demanded additional payments for taxes or fees, told investors that the crypto assets were frozen as part of a law enforcement inquiry, or tried to blackmail them using compromising romantic communications over WhatsApp. 

 The SEC’s complaint, filed in U.S. District Court for the Central District of California, charges CoinW6 with offering and selling securities in unregistered offerings and with violating the antifraud provisions of the federal securities laws. The SEC seeks permanent injunctions, disgorgement with prejudgment interest, and civil penalties against CoinW6. 

 The SEC’s investigation regarding NanoBit was conducted by Jeremy Brandt, Michael DiBattista, and Neil Hendelman of the New York Regional Office and was supervised by Rebecca Reilly and Sheldon L. Pollock. The litigation is being conducted by Todd Brody and Jeremy Brandt and supervised by Alexander Vasilescu. 

 The SEC’s investigation regarding CoinW6 was conducted by Matthew B. Reisig and was supervised by Timothy N. England and Melissa Hodgman. The litigation is being conducted by David Nasse and Matthew B. Reisig. The SEC appreciates the assistance of the Monetary Authority of Singapore in this investigation. 

 The SEC’s Office of Investor Education and Advocacy, in collaboration with the CFTC’s Office of Customer Education and Outreach, FINRA, and NASAA, has issued an  Investor Alert  about these scams, warning that fraudsters may reach out to investors and slowly build trust before convincing them to “invest” their money and then defrauding them through fake investments. 

 The SEC encourages investors to check the backgrounds of anyone selling or offering them an investment using  Investor.gov ."
SEC Charges Ideanomics and Three Senior Executives with Accounting and Disclosure Fraud,"Aug. 9, 2024",2024-94,https://www.sec.gov/newsroom/press-releases/2024-94,"The Securities and Exchange Commission today announced settled fraud charges against Ideanomics, Inc., formerly known as Seven Stars Cloud Group, Inc., and its former Chairman and CEO, Zheng (Bruno) Wu, for misleading the public about the company’s financial performance between 2017 and 2019. The SEC also announced settled charges against Ideanomics’ current CEO, Alfred Poor, and former CFO, Federico Tovar, for their roles in the scheme. 

 The SEC’s orders allege that, in mid-November 2017, Ideanomics and Wu reported 2017 revenue guidance of $300 million, despite numerous known issues indicating that the company would miss this guidance by a wide margin. The company later reported only $144 million in 2017 revenues. Ideanomics and Wu also misled the company’s auditor with a fraudulent letter of intent from a purportedly interested buyer of certain assets to avoid writing down those assets by $17 million in 2017, and Wu improperly hid his personal interest in two companies that received millions in cash and stock from deals with Ideanomics between 2017 and 2019, according to the orders. The SEC further alleged that Ideanomics, Wu, Poor, and Tovar improperly accounted for a deal involving crypto assets in 2019, resulting in the company’s overstatement of revenues by more than $40 million, and made false representations in company financial statements. 

 “As we alleged, Ideanomics and its executives defrauded investors, including by misstating its financial statements and failing to disclose material information to investors,” said Stacy Bogert, Associate Director of the Division of Enforcement. “The investing public must be able to trust the accuracy of a company’s disclosures, and we will hold accountable executives who abuse that trust by engaging in fraud.”    

 The SEC’s order against Wu finds that he violated the antifraud, reporting, internal control, and books and records provisions of the federal securities laws and caused certain of the company’s violations. The SEC’s order against Ideanomics, Poor, and Tovar finds that Ideanomics violated the antifraud, reporting, internal control, and books and records provisions of the federal securities laws, and it finds that Poor and Tovar violated the antifraud, reporting, and books and records provisions and caused certain of the company’s violations. 

 Without admitting or denying the SEC’s findings, all respondents settled the matter by agreeing to cease and desist from future violations of the charged provisions. Wu agreed to pay more than $3.3 million in disgorgement and prejudgment interest and a $200,000 penalty. Tovar and Poor each agreed to pay a $75,000 penalty. Ideanomics agreed to pay a $1.4 million penalty and to retain an independent compliance consultant to review, assess, and make recommendations as to the company’s internal accounting controls. Finally, Wu agreed to a ten-year officer and director bar, and Tovar agreed to be suspended from appearing and practicing before the SEC as an accountant for at least two years. 

 The SEC’s investigation was conducted by Jason Litow and Brian Palechek and supervised by Pei Chung, Peter Rosario, and Ms. Bogert, with assistance by James Connor, James Carlson, Duane Thompson, Kristen Warden, and David Mendel. The SEC appreciates the assistance of the Monetary Authority of Singapore, the British Columbia Securities Commission, the Hong Kong Securities and Futures Commission, and the China Securities Regulatory Commission."
SEC Charges Alleged Crypto Company NovaTech and its Principals and Promoters with $650 Million Fraud,"Aug. 12, 2024",2024-95,https://www.sec.gov/newsroom/press-releases/2024-95,"The Securities and Exchange Commission today announced charges against Cynthia and Eddy Petion, along with their company, NovaTech Ltd., for operating a fraudulent scheme that raised more than $650 million in crypto assets from more than 200,000 investors worldwide, including many in the Haitian-American community. The SEC also charged Martin Zizi, Dapilinu Dunbar, James Corbett, Corrie Sampson, John Garofano, and Marsha Hadley for their roles in promoting NovaTech to investors. 

 According to the SEC’s complaint, the Petions operated NovaTech as a multi-level marketing (MLM) and crypto asset investment program from 2019 through 2023. They lured investors by claiming NovaTech would invest their funds on crypto asset and foreign exchange markets. Cynthia Petion assured investors that their investments would be safe and promised that “[i]n this program, you are in profit from day one, because again you have access to that capital.” In reality, NovaTech used the majority of investor funds to make payments to existing investors and to pay commissions to promoters, using only a fraction of investor funds for trading. The complaint further alleges that the Petions siphoned millions of dollars of investor assets for themselves. When NovaTech ultimately collapsed, most investors were not able to withdraw their investments, resulting in substantial losses, according to the complaint. 

 “NovaTech and the Petions caused untold losses to tens of thousands of victims around the world,” said Eric Werner, Director of the SEC’s Fort Worth Regional Office. “As we allege, MLM schemes of this size require promoters to fuel them, and today’s action demonstrates that we will hold accountable not just the principal architects of these massive schemes, but also promoters who spread their fraud by unlawfully soliciting victims.” 

 The SEC’s complaint alleges that NovaTech’s top promoters, Zizi, Dunbar, Corbett, Sampson, Garofano, and Hadley, each recruited a wide network of investors and promoters. NovaTech paid them substantial commissions for the investors they and their networks recruited. When Zizi, Dunbar, Corbett, and Sampson became aware of certain red flags about NovaTech, including regulatory actions taken against it by U.S. and Canadian regulators, they continued recruiting investors and downplayed the red flags. 

 The SEC’s complaint, filed in the U.S. District Court for the Southern District of Florida, charges NovaTech, the Petions, Zizi, Dunbar, Corbett, and Sampson with violating the antifraud provisions of the federal securities laws and all of the defendants with registration violations. The complaint seeks permanent injunctive relief, disgorgement of ill-gotten gains, and civil penalties. Without admitting or denying the allegations, Zizi agreed to partially settle the SEC’s charges by consenting to a $100,000 civil penalty and to be permanently enjoined from future violations of the charged provisions, with the amount of other monetary remedies to be determined at a later date. The partial settlement is subject to court approval. 

 The SEC’s investigation was conducted by Catherine Rowsey, Todd Baker, and Jamie Haussecker of the Fort Worth Regional Office, with assistance from Sejal Bhakta of the Crypto Assets and Cyber Unit, under the supervision of Nikolay Vydashenko and B. David Fraser. The litigation is being conducted by Patrick Disbennett and supervised by Keefe Bernstein.   

 The Commission appreciates the assistance of the Office of the New York Attorney General’s Investor Protection Bureau, the California Department of Financial Protection and Innovation, the British Columbia Securities Commission, and the Ontario Securities Commission. 

 The SEC’s Office of Investor Education and Advocacy and the Division of Enforcement’s Retail Strategy Task Force has issued an  Investor Alert on Fraudulent Digital Asset and “Crypto” Trading Websites , an  Investor Alert: Affinity Fraud ,  an Investor Alert on Crypto-Scams , and an  Investor Alert on Pyramid Schemes Posing as Multi-Level Marketing Programs . Investors can find additional information about digital asset and crypto investment schemes, including the warning signs of fraud, at Investor.gov."
SEC Charges OTC Link LLC with Failing to File Suspicious Activity Reports,"Aug. 12, 2024",2024-96,https://www.sec.gov/newsroom/press-releases/2024-96,"The Securities and Exchange Commission today announced charges against OTC Link LLC, a New York-based broker-dealer, for failing to file numerous reports of suspicious financial transactions, known as Suspicious Activity Reports (SARs), for a period of more than three years. OTC Link agreed to pay $1.19 million to settle the charges. 

 To help detect potential securities law and money-laundering violations, broker-dealers like OTC Link are required to file SARs describing suspicious transactions conducted through their firms. According to the SEC’s order, OTC Link’s sole line of business is its operation of three alternative trading system (ATS) platforms, OTC Link ATS, OTC Link ECN, and OTC Link NQB. The three OTC Link ATSs are used by broker-dealers on a daily basis to execute or facilitate tens of thousands of transactions in over-the-counter (OTC) securities, many of which are considered microcap or penny stock securities. 

 The SEC’s order finds that, from March 2020 through May 2023, OTC Link failed to adopt or implement reasonably designed anti-money laundering (AML) policies and procedures to surveil transactions conducted through its ATSs for possible red flags of suspicious activity. As a result, OTC Link did not file a single SAR over this time period. 

 “Broker-dealers are critical gatekeepers to the securities markets and must diligently monitor for suspicious transactions,” said Tejal D. Shah, Associate Regional Director of the SEC’s New York Regional Office. “When firms like OTC Link fail to file SARs, they deprive regulators and law enforcement of important information about suspicious activity.”  

 The SEC’s order finds that OTC Link violated Section 17(a) of the Securities Exchange Act of 1934 and Rule 17a-8 thereunder. Without admitting or denying the SEC’s findings, OTC Link agreed to a censure and a cease-and-desist order in addition to the $1.19 million penalty. The SEC’s order also directs OTC Link to continue its engagement of a compliance consultant to review and recommend changes to the firm’s AML policies and procedures. 

 The SEC’s investigation was conducted by William Conway and Sandeep Satwalekar under the supervision of Ms. Shah of the SEC’s New York Regional Office, with assistance from the SEC’s Bank Secrecy Act Review Group and Alexander Lefferts in the SEC’s Office of Investigative and Market Analytics. The examination that led to the investigation was conducted by Edward Janowsky, Hermann Vargas, and Steve Vitulano of the SEC’s Division of Examinations."
